id,daddy,name,brand,price,description,color,style,imglink,hash
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Dauphine floral-print textured-leather cardholder","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","07677d4577f8690220f23293f5bf44fe"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Embellished lizard-effect leather iPhone 7 Plus case","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","1ba3a3a6e13a53f0cae33a42829b0e2d"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Embellished textured-leather iPhone 7 case","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","1cef3055f484a3ee394c9c97b9d9e638"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Floral-print silk-crepon scarf","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","ab607289b01c25d0aee1e99936cab755"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Gold-tone  crystal and resin clip earrings","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","8dd9207dfef6f9c585aa3b40e3148aa1"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Gold-tone  Swarovski crystal and resin ring","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","8dd9207dfef6f9c585aa3b40e3148aa1"
"12184856","data/accessoriescsv.csv","DOLCE & GABBANA hydrangea print scarf","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","391f71e9318f29a6b9bf51b83440507f"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Printed silk-twill scarf","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","16e1198191b07c07df671b501ff03ef9"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Printed silk-voile scarf","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","a6dcaca9cc0b2802fd5c4a567d70feeb"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Printed textured-leather iPhone 7 case","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","2caacb2aaef5f97d25d2ed1b3ebb0f5d"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Textured-leather and metallic floral-print acrylic iPhone 7 case ","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","ff3acb97cca36d3f424a22d97726dd05"
"12492649","data/accessoriescsv.csv","DSQUARED2 patches baseball cap","Dsquared2","HK$1580","Known for continually pushing the boundaries of fashion DSQUARED2 regularly put their signature spin on wardrobe classics. This patch baseball cap is no exception featuring a curved peak an adjustable fit an embroidered logo to the rear and a patch design this stylish hat is as wearable as it is fashion-forward.","3085","W17BC40251246","https://cdn-images.farfetch-contents.com/12/49/26/49/12492649_11665440_322.jpg","66ccfd31b5a8d84ee45523e6baa2456a"
"12010631","data/accessoriescsv.csv","ETRO Delhy scarf","Etro","HK$1948","Blue Delhy scarf from Etro.","200","100075007","https://cdn-images.farfetch-contents.com/12/01/06/31/12010631_9425193_322.jpg","2b366361fe17a91b54239446bb6fd10e"
"12308289","data/accessoriescsv.csv","FEDERICA MORETTI Woven Hat","Isabel Benenato","HK$1102","Black wool woven hat from Isabel Benenato.","01 BLACK","UA03F1701","https://cdn-images.farfetch-contents.com/12/30/82/89/12308289_10827211_322.jpg","90b2d1d140952dbc5210fa5e11fb0fd2"
"12198716","data/accessoriescsv.csv","FENDI monogram scarf","Fendi","HK$1517","Fendi's striped scarf is an easy way of incorporating the label's heritage into everyday wear. Crafted from soft wool it's designed with a distinct monogram pattern.","F0QZ0","FXS143X1C","https://cdn-images.farfetch-contents.com/12/19/87/16/12198716_10388656_322.jpg","4caa64949d86a1c4d67a535770346a96"
"12047586","data/accessoriescsv.csv","GARRETT LEIGHT Milwood' sunglasses","Garrett Leight","HK$2781","Military green acetate Garrett Leight x Nick Wooster sunglasses from Garrett Leight featuring round frames tinted lenses silver-tone hardware and a breath logo of Nick's face.","MILITARY","2006","https://cdn-images.farfetch-contents.com/12/04/75/86/12047586_9532669_322.jpg","86ca42b63c6de24ea5273d4632e68aef"
"12555223","data/accessoriescsv.csv","GUCCI Blooms scarf","Gucci","HK$3600","The Gucci Tian print a depicted on this black silk scarf with interlocking GG logo features a contemporary floral motif inspired by Chinese landscapes depicted on 18th-century tapestries and screens. The floral pattern is made up of flowers insects and birds—including dragonflies butterflies and hummingbirds. The plants and creatures are represented through light and quick brushstroke-style graphics with a three-dimensional effect.","1062","4956744G865","https://cdn-images.farfetch-contents.com/12/55/52/23/12555223_11918083_322.jpg","0c662384f9a727304d03eab4a11de40c"
"12234485","data/accessoriescsv.csv","GUCCI Embroidered star scarf","Gucci","HK$3600","Alessandro Michele goes beyond the scope of Gucci’s actual brand name to create increased recognizability and desirability through iconic house codes which are deeply entrenched in their DNA. Crafted in Italy from soft cotton this midnight blue cotton embroidered scarf from Gucci features frayed edges and embroidered with iconic Gucci motifs.","4000","4759424G463","https://cdn-images.farfetch-contents.com/12/23/44/85/12234485_10516308_322.jpg","38ee9c89b9c78108b97b8284183be101"
"12516740","data/accessoriescsv.csv","GUCCI Floral embellished wide brim hat","Gucci","HK$5400","Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Drawing on nature for inspiration he creates modern luxury designs with an organic approach. The result is heritage inspired items imbibed with new life. Brown rabbit felt wide brimmed hat featuring a dipped crown and a grosgrain ribbon trim.","2860","4867193HA04","https://cdn-images.farfetch-contents.com/12/51/67/40/12516740_11822060_322.jpg","a78d56da33d2f8bc80348649d81f1c34"
"12000232","data/accessoriescsv.csv","GUCCI floral printed scarf","Christian Pellizzari","HK$393","Multicolour floral print scarf from Christian Pellizzari.","030 BEIGE","12A103","https://cdn-images.farfetch-contents.com/12/00/02/32/12000232_9358533_322.jpg","8d94c5f9f5ab8dc176c88ecc04a9fa19"
"12316473","data/accessoriescsv.csv","GUCCI GG daisy print scarf","Gucci","HK$850","Since 2015 Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Focusing on heritage vintage styles made new and punchy signature prints it is not hard to see why Gucci is a fashion insider's favourite such as these beige and brown cotton blend socks featuring the GG Supreme logo pattern a ribbed ankle and contrasting toe and heel details. Socks and Hosiery must be returned in its original unopened packaging.","9764 NEUTRALS","4710934G592","https://cdn-images.farfetch-contents.com/12/31/64/73/12316473_11035518_322.jpg","e318ecb9c9c5124947863362d816dd29"
"12151308","data/accessoriescsv.csv","GUCCI GG jacquard scarf","Gucci","HK$2550","Renowned for Italian craftsmanship Gucci fuses a refined aesthetic and off-beat edge within its classic collection. This black and grey wool scarf features Gucci's GG jacquard embroidery and frayed edges.","1160","4020934G200","https://cdn-images.farfetch-contents.com/12/15/13/08/12151308_10189904_322.jpg","df4888f1235a3b2e3a76c0205c659bda"
"11793359","data/accessoriescsv.csv","GUCCI GG jacquard shawl","Gucci","HK$2450","Gucci presents the GG jacquard shawl a stylish way to carry around company iconography for this season and beyond. With a long length allowing it to be worn in a multitude of ways this shawl is made from a blend of wool and silk making for a luxurious feel that is soft to the touch. Featuring an all-over GG logo detail this blue GG jacquard shawl showcases style history in a subtle and tasteful way alongside frayed edges and a signature Web detail.","4273","1473514G704","https://cdn-images.farfetch-contents.com/11/79/33/59/11793359_8471707_322.jpg","26528c15dcc3891f768575cf82d4a0b5"
"12316473","data/accessoriescsv.csv","Gucci GG Jubilee print scarf","Gucci","HK$850","Since 2015 Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Focusing on heritage vintage styles made new and punchy signature prints it is not hard to see why Gucci is a fashion insider's favourite such as these beige and brown cotton blend socks featuring the GG Supreme logo pattern a ribbed ankle and contrasting toe and heel details. Socks and Hosiery must be returned in its original unopened packaging.","9764 NEUTRALS","4710934G592","https://cdn-images.farfetch-contents.com/12/31/64/73/12316473_11035518_322.jpg","2ad44670143388cb6241cfc4eb885bb5"
"12349042","data/accessoriescsv.csv","Gucci GG Keys keyring","Gucci","HK$16500","Black wool Gucci GG knitted sweater from Gucci featuring a ribbed round neck long sleeves a ribbed hem and cuffs red GG design on front and sleeves and Gucci Animalium design on the back.","4045","487086X9M32","https://cdn-images.farfetch-contents.com/12/34/90/42/12349042_11227212_322.jpg","d9a3138837bc3b0a51329c88077034f8"
"12313501","data/accessoriescsv.csv","Gucci GG Marmont matelassé wallet","Gucci","HK$3600","A bi-fold coin wallet distinguished by our signature double G hardware. Made in calfskin leather heat-stamped to achieve a boar effect giving it a textured appearance. Black leather. Four card slots and one bill compartment. Coin pocket. Open: W22cm x H9cm. Closed: W11cm x H9cm. Brass hardware. Made in Italy.","1000 BLACK","428725DJ20T","https://cdn-images.farfetch-contents.com/12/31/35/01/12313501_10882487_322.jpg","93c42d1806632cb767f9d82e4d1448d4"
"12331484","data/accessoriescsv.csv","GUCCI GG Marmont quilted leather bucket bag","Gucci","HK$31500","Travel continues to be a source of inspiration for Alessandro Michele. A collection of bags in the GG motif is enriched with a blend of contemporary embroideries-like the UFO-and vintage inspired details including airmail trims and a Gucci vintage logo from the archives. The appliqués are individually embroidered and then skillfully hand-applied to each piece by specialized artisans. This process ensures that no two items will be alike giving each a one-of-a-kind appearance. Beige/ebony soft GG Supreme crafted from a coated microfiber fabric with brown leather trim. Brass hardware. Embroidered UFO planet Angry Cat flowers and cloud appliqués. Gucci vintage logo appliqué. Printed appliqués. Airmail piping at the interior. Interior zipper and smartphone pockets. Double leather handles with 5" drop. Detachable and adjustable nylon strap with 20" drop and leather shoulder pad. Zipper closure. 4lbs. Large size: 21"W x 14"H x 8"D. Cotton linen lining. Made in Italy. This item is unise","8343 Beige","459311K9RMT","https://cdn-images.farfetch-contents.com/12/33/14/84/12331484_10944500_322.jpg","ff2df49554c12220b2380ce6b422f0f8"
"12450955","data/accessoriescsv.csv","Gucci GG Supreme French flap wallet","Gucci","HK$4500","Travel continues to be a source of inspiration for Alessandro Michele. A collection of accessories in the GG motif is enriched with a blend of contemporary embroideries-like the UFO-and vintage inspired details including airmail trims and a Gucci vintage logo from the archives. The appliqués are individually embroidered and then skillfully hand-applied to each piece by specialized artisans. This process ensures that no two items will be alike giving each a one-of-a-kind appearance. Beige/ebony GG Supreme canvas a material with low environmental impact with brown leather. Airmail piping. Embroidered planet appliqué. Gucci vintage logo appliqué. Eight card slots and two bill compartments. Open: 8"W x 3.5"H. Closed: 4.5"W x 3.5"H. Made in Italy.","8899 Beige","473905K9GQT","https://cdn-images.farfetch-contents.com/12/45/09/55/12450955_11548300_322.jpg","4cf6abad36e73f68487cf5d6db9fc6d6"
"12450955","data/accessoriescsv.csv","Gucci GG Supreme wallet","Gucci","HK$4500","Travel continues to be a source of inspiration for Alessandro Michele. A collection of accessories in the GG motif is enriched with a blend of contemporary embroideries-like the UFO-and vintage inspired details including airmail trims and a Gucci vintage logo from the archives. The appliqués are individually embroidered and then skillfully hand-applied to each piece by specialized artisans. This process ensures that no two items will be alike giving each a one-of-a-kind appearance. Beige/ebony GG Supreme canvas a material with low environmental impact with brown leather. Airmail piping. Embroidered planet appliqué. Gucci vintage logo appliqué. Eight card slots and two bill compartments. Open: 8"W x 3.5"H. Closed: 4.5"W x 3.5"H. Made in Italy.","8899 Beige","473905K9GQT","https://cdn-images.farfetch-contents.com/12/45/09/55/12450955_11548300_322.jpg","13fa5dfb070bab32d7cd0911d682eae2"
"12132445","data/accessoriescsv.csv","GUCCI Leather belt with Horsebit","Gucci","HK$3900","The interlocking G buckle belt made in heat debossed Gucci Signature leather with a defined print and firm texture. Black Gucci Signature leather. Palladium toned hardware. Interlocking G buckle. 4cm width. Made in Italy. Gucci belts are in Italian sizes please refer to the belt size guide before placing an order.","1000 nero","411924CWC1N","https://cdn-images.farfetch-contents.com/12/13/24/45/12132445_10021375_322.jpg","2bc0d4f8db9044a388a6b6507f1ed135"
"12062691","data/accessoriescsv.csv","GUCCI Leather mini frame bag with fringe","Gucci","HK$10700","A medium size flat messenger bag with a zip closure and front zip pocket. Made in heat debossed Gucci Signature leather resulting in a defined print with a firm texture. Black Gucci Signature leather with black leather trims. Palladium toned hardware. Front zipper pocket. Interior zipper and smart phone pockets. Adjustable nylon strap with 23.5" drop and leather shoulder pad. Zipper closure. Medium size: 11.5"W x 11"H x 1"D. Grey microfiber lining with a suede-like finish. Made in Italy.","1000 BLACK","406408CWCBN","https://cdn-images.farfetch-contents.com/12/06/26/91/12062691_9542075_322.jpg","eec47b3cf91bb11be9686efa03c32f51"
"12368134","data/accessoriescsv.csv","GUCCI Logo embellished belt wallet","Paul Smith","HK$1289","Black leather logo embellished wallet from Paul Smith.","47","ATXC5022W76147","https://cdn-images.farfetch-contents.com/12/36/81/34/12368134_11117714_322.jpg","805b0cba47bb841012e5f411eef0da41"
"12555223","data/accessoriescsv.csv","GUCCI Mink fur panel printed scarf","Gucci","HK$3600","The Gucci Tian print a depicted on this black silk scarf with interlocking GG logo features a contemporary floral motif inspired by Chinese landscapes depicted on 18th-century tapestries and screens. The floral pattern is made up of flowers insects and birds—including dragonflies butterflies and hummingbirds. The plants and creatures are represented through light and quick brushstroke-style graphics with a three-dimensional effect.","1062","4956744G865","https://cdn-images.farfetch-contents.com/12/55/52/23/12555223_11918083_322.jpg","73c17d9e820c13c98e7ff9840b3bf415"
"12132445","data/accessoriescsv.csv","GUCCI Queen Margaret leather belt","Gucci","HK$3900","The interlocking G buckle belt made in heat debossed Gucci Signature leather with a defined print and firm texture. Black Gucci Signature leather. Palladium toned hardware. Interlocking G buckle. 4cm width. Made in Italy. Gucci belts are in Italian sizes please refer to the belt size guide before placing an order.","1000 nero","411924CWC1N","https://cdn-images.farfetch-contents.com/12/13/24/45/12132445_10021375_322.jpg","90e5b4cf3981b48659a6d17246d7dfee"
"12516740","data/accessoriescsv.csv","Gucci rose detail wide brim hat ","Gucci","HK$5400","Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Drawing on nature for inspiration he creates modern luxury designs with an organic approach. The result is heritage inspired items imbibed with new life. Brown rabbit felt wide brimmed hat featuring a dipped crown and a grosgrain ribbon trim.","2860","4867193HA04","https://cdn-images.farfetch-contents.com/12/51/67/40/12516740_11822060_322.jpg","5670cae0f370312697d80680543558ff"
"12474813","data/accessoriescsv.csv","GUCCI Round Frame Sunglasses","Gucci Eyewear","HK$2395","Focusing on heritage vintage styles made new Alessandro Michele has placed Gucci on the radar of the sartorially selective. These oversized round frame sunglasses by Gucci Eyewear have timeless appeal and feature a tonal gradient effect straight arms with curved tips a single nose bridge 100% UVA and UVB protection and an interlocking GG logo. This item comes with a protective case.","004","GG0206SK","https://cdn-images.farfetch-contents.com/12/47/48/13/12474813_11620698_322.jpg","1b8b40e72c48fba53c11e9fe27f95b43"
"12147121","data/accessoriescsv.csv","Gucci scarf ","Gucci","HK$3400","The angry cat print is found at the center of this GG motif shawl surrounded by rays of light and the word "Love"-an evolution of the phrase "Blind for Love" speaking to Gucci’s new attitude of romance.. Angry cat print on beige/ebony GG modal silk. Fringe edges. W140cm x L140cm. 85% modal and 15% silk. Made in Italy.","9765 Beige","4738114G865","https://cdn-images.farfetch-contents.com/12/14/71/21/12147121_10769538_322.jpg","63a52afbb1f6f91ffe90d0fc681104f8"
"12282903","data/accessoriescsv.csv","Gucci Signature bow keyring","Gucci","HK$2100","Celebrating the Gucci Signature motif this classic keyring is constructed with the distinctive all over logo print in an embossed effect. Crafted in Italy this signature keyring also features silver-tone hardware a hook fastening and a silver-tone logo plaque.","1000","478136CWC1N","https://cdn-images.farfetch-contents.com/12/28/29/03/12282903_10713966_322.jpg","2d6385f852f13391ac99d2d76b423156"
"11983570","data/accessoriescsv.csv","GUCCI Square Frame Glasses","Gucci Eyewear","HK$2740","Offering quintessential Italian refinement these Gucci eyeglasses are instantly recognisable and expertly crafted with immaculate attention to detail. They have been fabricated from tonal brown acetate with square frames that will compliment any face shape. The versatile pair features a gold-tone designer logo embossed on the external arm and can be fitted with prescriptions lenses.","2261","414551J0740","https://cdn-images.farfetch-contents.com/11/98/35/70/11983570_9360104_322.jpg","1065b7837eb8345119f8a30882a8d3fd"
"12555223","data/accessoriescsv.csv","GUCCI The Emperor scarf","Gucci","HK$3600","The Gucci Tian print a depicted on this black silk scarf with interlocking GG logo features a contemporary floral motif inspired by Chinese landscapes depicted on 18th-century tapestries and screens. The floral pattern is made up of flowers insects and birds—including dragonflies butterflies and hummingbirds. The plants and creatures are represented through light and quick brushstroke-style graphics with a three-dimensional effect.","1062","4956744G865","https://cdn-images.farfetch-contents.com/12/55/52/23/12555223_11918083_322.jpg","58d355ff8c31dfa439fd9e75f62c7fbe"
"12264432","data/accessoriescsv.csv","GUCCI W Iris' lurex bucket hat","Reinhard Plank","HK$2740","Black wool Bucket hat from Reinhard Plank.","BLACK","HATW0EBK","https://cdn-images.farfetch-contents.com/12/26/44/32/12264432_10691546_322.jpg","ed4ae42f23ce2f729d21db7fb6da86ae"
"12331421","data/accessoriescsv.csv","Gucci Wool cashmere scarf with Web ","Gucci","HK$4000","A soft scarf made from a wool cashmere and silk blend with House Web stripe and gold thread embroidered bee. The bee was first used by Gucci in the '70s and reintroduced by Alessandro Michele. In Europe bees are associated with nobility and often appear in family crests tapestries and paintings. Midnight blue wool cashmere silk with blue and red Web. Gold embroidered bee appliqué. Fringe ends. W37cm x L180cm. 56% wool 24% cashmere and 20% silk. Made in Italy. This item is unisex.","4068","4755134G487","https://cdn-images.farfetch-contents.com/12/33/14/21/12331421_10941997_322.jpg","93951058efc7e7363708df2bcd287968"
"12299877","data/accessoriescsv.csv","INVERNI Honey Comb pom beanie","Danielapi","HK$2038","Blue cashmere pom pom beanie from Danielapi.","7 BLU","DPB153PF","https://cdn-images.farfetch-contents.com/12/29/98/77/12299877_10903632_322.jpg","7ad41afd91b1e7f1dbea263de9531a7e"
"11667093","data/accessoriescsv.csv","MAISON MICHEL colour block trilby hat","Maison Michel","HK$5888","Grey wool trilby hat from Maison Michel.","GRNAVY","1020013001","https://cdn-images.farfetch-contents.com/11/66/70/93/11667093_7796671_322.jpg","66a8f2c7bd3847c4bb382693150cf163"
"11541017","data/accessoriescsv.csv","MAISON MICHEL embellished cats ears cap","Maison Michel","HK$2777","Khaki wool Maison Michel x Mackintosh cap from Maison Michel. This item is unisex.","002KHAK","2132002","https://cdn-images.farfetch-contents.com/11/54/10/17/11541017_7259075_322.jpg","089716f1435591d7b95d22c895008387"
"11541017","data/accessoriescsv.csv","MAISON MICHEL Fedora hat","Maison Michel","HK$2777","Khaki wool Maison Michel x Mackintosh cap from Maison Michel. This item is unisex.","002KHAK","2132002","https://cdn-images.farfetch-contents.com/11/54/10/17/11541017_7259075_322.jpg","764f3e9652dfcd94465af207136cc08b"
"11541017","data/accessoriescsv.csv","MAISON MICHEL Henrietta fedora","Maison Michel","HK$2777","Khaki wool Maison Michel x Mackintosh cap from Maison Michel. This item is unisex.","002KHAK","2132002","https://cdn-images.farfetch-contents.com/11/54/10/17/11541017_7259075_322.jpg","15d507550b9e12254fe487231a546564"
"12452027","data/accessoriescsv.csv","MISSONI Knitted zig zag scarf","Missoni","HK$9600","Blue wool blend zig-zag knitted cardigan from Missoni.","1140 BLUE","537512","https://cdn-images.farfetch-contents.com/12/45/20/27/12452027_11576030_322.jpg","402cb65a9460134b02ca3aac299d0a91"
"12427072","data/accessoriescsv.csv","MIU MIU Cat eye glasses","Mykita","HK$3984","Beige classic cat-eye glasses from Mykita. This item is unisex.","987","OSHA","https://cdn-images.farfetch-contents.com/12/42/70/72/12427072_11410459_322.jpg","e914228dc88dc3dc0ca229eb5fb7b83d"
"12365455","data/accessoriescsv.csv","MIU MIU matelassé wallet","Comme Des Garçons Wallet","HK$982","Green leather zipped wallet from Comme Des Garçons Wallet. This item is unisex.","BOTTLE GREEN","SA7100","https://cdn-images.farfetch-contents.com/12/36/54/55/12365455_11124889_322.jpg","0f3fec760a191393a04a7f1e77574497"
"12189534","data/accessoriescsv.csv","MONCLER cross padded scarf","Rick Owens","HK$5304","Rick Owens inspired by ceremonies and royalty this season experimented with grand looking drapes that express contemporary royalties - This black feather down padded scarf lives up to Rick's ceremonial influences.","9","RR17F8411EV","https://cdn-images.farfetch-contents.com/12/18/95/34/12189534_10405191_322.jpg","41726f944b726f338be4f96c20ef2fa3"
